accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538673	SRP279131	new	PRJNA659851	SAMN15928764	S0340	BGT_GA03_GP13_203	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0340.R1.fastq.gz	S0340.R2.fastq.gz				
SRR12538672	SRP279131	new	PRJNA659851	SAMN15928765	S0341	BGT_GA03_GP13_204	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0341.R1.fastq.gz	S0341.R2.fastq.gz				
SRR12538671	SRP279131	new	PRJNA659851	SAMN15928766	S0342	BGT_GA03_GP13_205	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0342.R1.fastq.gz	S0342.R2.fastq.gz				
SRR12538670	SRP279131	new	PRJNA659851	SAMN15928767	S0343	BGT_GA03_GP13_206	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0343.R1.fastq.gz	S0343.R2.fastq.gz				
SRR12538669	SRP279131	new	PRJNA659851	SAMN15928768	S0344	BGT_GA03_GP13_207	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0344.R1.fastq.gz	S0344.R2.fastq.gz				
SRR12538668	SRP279131	new	PRJNA659851	SAMN15928769	S0345	BGT_GA03_GP13_208	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0345.R1.fastq.gz	S0345.R2.fastq.gz				
SRR12538667	SRP279131	new	PRJNA659851	SAMN15928770	S0346	BGT_GA03_GP13_209	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0346.R1.fastq.gz	S0346.R2.fastq.gz				
SRR12538666	SRP279131	new	PRJNA659851	SAMN15928771	S0347	BGT_GA03_GP13_210	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0347.R1.fastq.gz	S0347.R2.fastq.gz				
SRR12538664	SRP279131	new	PRJNA659851	SAMN15928772	S0348	BGT_GA03_GP13_211	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0348.R1.fastq.gz	S0348.R2.fastq.gz				
SRR12538663	SRP279131	new	PRJNA659851	SAMN15928773	S0349	BGT_GA03_GP13_212	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0349.R1.fastq.gz	S0349.R2.fastq.gz				
SRR12538662	SRP279131	new	PRJNA659851	SAMN15928774	S0350	BGT_GA03_GP13_213	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0350.R1.fastq.gz	S0350.R2.fastq.gz				
SRR12538661	SRP279131	new	PRJNA659851	SAMN15928775	S0351	BGT_GA03_GP13_214	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0351.R1.fastq.gz	S0351.R2.fastq.gz				
SRR12538660	SRP279131	new	PRJNA659851	SAMN15928776	S0352	BGT_GA03_GP13_215	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0352.R1.fastq.gz	S0352.R2.fastq.gz				
SRR12538659	SRP279131	new	PRJNA659851	SAMN15928777	S0353	BGT_GA03_GP13_216	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0353.R1.fastq.gz	S0353.R2.fastq.gz				
SRR12538658	SRP279131	new	PRJNA659851	SAMN15928778	S0354	BGT_GA03_GP13_217	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0354.R1.fastq.gz	S0354.R2.fastq.gz				
SRR12538657	SRP279131	new	PRJNA659851	SAMN15928779	S0355	BGT_GA03_GP13_218	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0355.R1.fastq.gz	S0355.R2.fastq.gz				
SRR12538656	SRP279131	new	PRJNA659851	SAMN15928780	S0356	BGT_GA03_GP13_219	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0356.R1.fastq.gz	S0356.R2.fastq.gz				
SRR12538655	SRP279131	new	PRJNA659851	SAMN15928781	S0357	BGT_GA03_GP13_220	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0357.R1.fastq.gz	S0357.R2.fastq.gz				
SRR12538653	SRP279131	new	PRJNA659851	SAMN15928782	S0358	BGT_GA03_GP13_221	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0358.R1.fastq.gz	S0358.R2.fastq.gz				
SRR12538652	SRP279131	new	PRJNA659851	SAMN15928783	S0360	BGT_GA03_GP13_222	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0360.R1.fastq.gz	S0360.R2.fastq.gz				
SRR12538651	SRP279131	new	PRJNA659851	SAMN15928784	S0361	BGT_GA03_GP13_223	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0361.R1.fastq.gz	S0361.R2.fastq.gz				
SRR12538650	SRP279131	new	PRJNA659851	SAMN15928785	S0362	BGT_GA03_GP13_224	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0362.R1.fastq.gz	S0362.R2.fastq.gz				
SRR12538649	SRP279131	new	PRJNA659851	SAMN15928786	S0362_redo	BGT_GA03_GP13_225	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0362_redo.R1.fastq.gz	S0362_redo.R2.fastq.gz				
